,0
n_cohorts,4.0
g,0.10378768621812606
se,0.1784218495923427
z,0.5816982979117167
P,0.5607699182230055
I2,32.64979478419308
tau2,0.044054020883281676
g_lo,-0.2459191389828656
g_hi,0.45349451141911773
