,0
n_cohorts,3.0
g,0.27088672611523557
se,0.12054186680275707
z,2.2472418363860927
P,0.0246245757995343
I2,0.0
tau2,0.0
g_lo,0.034624667181831714
g_hi,0.5071487850486394
