,0
n_responder,68.0
n_nonresponder,230.0
wilcox_P,0.11078022148245571
med_resp,686.4300537109375
med_nonresp,624.8074951171875
tmb_rho,0.04566369018498832
tmb_P,0.45323789493643907
tmb_n,272.0
os_hr,1.3981453993517825
os_hr_lo,0.9588227265507356
os_hr_hi,2.038761184521337
os_P,0.08160107633630047
ki67_rho,0.2576754982293499
ki67_P,1.1042026774848252e-06
ki67_n,348.0
os_logrank_P,0.07718740386405591
