pathway,drug,n,rho,P,q
Non-small cell lung cancer,5-Fluorouracil,49,0.06918367346938775,0.6366766982115808,0.9605053886154118
Non-small cell lung cancer,Palbociclib,49,0.1496938775510204,0.30460642157531703,0.9323688896375848
Non-small cell lung cancer,Docetaxel,49,0.06377551020408163,0.6633101685654417,0.9605053886154118
Non-small cell lung cancer,Cisplatin,49,0.2527551020408163,0.07974191665341471,0.8975802883155288
Non-small cell lung cancer,AZD7762,49,0.047244897959183664,0.7471823450710908,0.9621202040318297
Non-small cell lung cancer,AZD6738,49,-0.09193877551020407,0.5298137554351482,0.9522796806568614
Non-small cell lung cancer,Talazoparib,49,0.18918367346938775,0.19295337232146928,0.9159020465389225
Non-small cell lung cancer,Niraparib,49,0.08459183673469386,0.5633357332682176,0.9605053886154118
Non-small cell lung cancer,Olaparib,49,0.0773469387755102,0.5973300594053783,0.9605053886154118
Non-small cell lung cancer,Ribociclib,49,0.22551020408163264,0.11924165241031257,0.9158113520080801
Non-small cell lung cancer,Trametinib,49,-0.06265306122448978,0.6688912550471173,0.9605053886154118
Non-small cell lung cancer,Erlotinib,49,0.08030612244897958,0.5833361469330801,0.9605053886154118
Non-small cell lung cancer,Selumetinib,49,0.1220408163265306,0.4035144050331121,0.9323688896375848
Chemokine signaling pathway,MK-1775,49,0.1844897959183673,0.20443537430615674,0.9166331273697411
Chemokine signaling pathway,Paclitaxel,49,-0.018775510204081632,0.8981118452304896,0.977307365566068
Chemokine signaling pathway,Gefitinib,49,-0.1364285714285714,0.3499290878774344,0.9323688896375848
Chemokine signaling pathway,Gemcitabine,49,0.01030612244897959,0.9439689815216827,0.9843598274253951
Chemokine signaling pathway,5-Fluorouracil,49,-0.12244897959183673,0.40193175276530113,0.9323688896375848
Chemokine signaling pathway,Palbociclib,49,-0.05826530612244897,0.6908761515175966,0.9621202040318297
Chemokine signaling pathway,Docetaxel,49,0.06714285714285713,0.6466760824202926,0.9605053886154118
Chemokine signaling pathway,Cisplatin,49,0.03081632653061224,0.8335151628331343,0.9671421968746369
Chemokine signaling pathway,AZD7762,49,0.21367346938775508,0.1404310801132494,0.9158113520080801
Chemokine signaling pathway,AZD6738,49,0.10653061224489795,0.4662827721821923,0.9323688896375848
Chemokine signaling pathway,Talazoparib,49,0.18316326530612242,0.20776568160542988,0.9166331273697411
Chemokine signaling pathway,Niraparib,49,-0.18275510204081633,0.20879800819630076,0.9166331273697411
Chemokine signaling pathway,Olaparib,49,0.15448979591836734,0.289194410022965,0.9323688896375848
Chemokine signaling pathway,Ribociclib,49,0.056020408163265305,0.7022239757034126,0.9621202040318297
Chemokine signaling pathway,Trametinib,49,0.16744897959183672,0.2501332777517476,0.9323688896375848
Chemokine signaling pathway,Erlotinib,49,-0.05622448979591836,0.7011896521153875,0.9621202040318297
Chemokine signaling pathway,Selumetinib,49,0.1947959183673469,0.17983608565499914,0.9158113520080801
JAK-STAT signaling pathway,MK-1775,49,0.18234693877551017,0.20983392599097597,0.9166331273697411
JAK-STAT signaling pathway,Paclitaxel,49,0.00826530612244898,0.9550514636236471,0.9843598274253951
JAK-STAT signaling pathway,Gefitinib,49,-0.22153061224489795,0.12607625341707168,0.9158113520080801
JAK-STAT signaling pathway,Gemcitabine,49,0.06775510204081632,0.6436696745700319,0.9605053886154118
JAK-STAT signaling pathway,5-Fluorouracil,49,0.06214285714285714,0.671433999428831,0.9605053886154118
JAK-STAT signaling pathway,Palbociclib,49,-0.05142857142857143,0.7256342025222136,0.9621202040318297
JAK-STAT signaling pathway,Docetaxel,49,-0.020102040816326525,0.8909553251996811,0.9744736711156785
JAK-STAT signaling pathway,Cisplatin,49,0.13459183673469385,0.35651506935998867,0.9323688896375848
JAK-STAT signaling pathway,AZD7762,49,0.3396938775510204,0.016942232592138118,0.7945052062349137
JAK-STAT signaling pathway,AZD6738,49,0.21428571428571427,0.13927064253553523,0.9158113520080801
JAK-STAT signaling pathway,Talazoparib,49,0.19224489795918365,0.18571665576626892,0.9158113520080801
JAK-STAT signaling pathway,Niraparib,49,-0.04357142857142856,0.7662622651667108,0.9621202040318297
JAK-STAT signaling pathway,Olaparib,49,0.13142857142857142,0.3680333723430729,0.9323688896375848
JAK-STAT signaling pathway,Ribociclib,49,-0.13857142857142854,0.3423405499735799,0.9323688896375848
JAK-STAT signaling pathway,Trametinib,49,0.3133673469387755,0.028343807363784987,0.7945052062349137
JAK-STAT signaling pathway,Erlotinib,49,-0.12367346938775509,0.3972054696554118,0.9323688896375848
JAK-STAT signaling pathway,Selumetinib,49,0.24908163265306119,0.08436929824566025,0.8975802883155288
MAPK signaling pathway,MK-1775,49,0.16255102040816324,0.2644544099270607,0.9323688896375848
MAPK signaling pathway,Paclitaxel,49,0.30418367346938774,0.03359018756431493,0.7945052062349137
MAPK signaling pathway,Gefitinib,49,0.20020408163265305,0.1678145479484141,0.9158113520080801
MAPK signaling pathway,Gemcitabine,49,0.16214285714285712,0.26567203067363315,0.9323688896375848
MAPK signaling pathway,5-Fluorouracil,49,0.1270408163265306,0.3843765720950666,0.9323688896375848
MAPK signaling pathway,Palbociclib,49,0.10183673469387754,0.48626104292648387,0.9323688896375848
MAPK signaling pathway,Docetaxel,49,0.40377551020408164,0.004013882463570197,0.6566504290784966
MAPK signaling pathway,Cisplatin,49,0.19367346938775507,0.18240681883933468,0.9158113520080801
MAPK signaling pathway,AZD7762,49,0.1496938775510204,0.30460642157531703,0.9323688896375848
MAPK signaling pathway,AZD6738,49,0.17622448979591834,0.2258061704426835,0.9273275876045036
MAPK signaling pathway,Talazoparib,49,0.12489795918367347,0.39251178175370305,0.9323688896375848
MAPK signaling pathway,Niraparib,49,0.0136734693877551,0.9257067875559438,0.980712553193326
MAPK signaling pathway,Olaparib,49,0.1543877551020408,0.289516934153821,0.9323688896375848
MAPK signaling pathway,Ribociclib,49,-0.019999999999999997,0.8915055290126577,0.9744736711156785
MAPK signaling pathway,Trametinib,49,0.03551020408163265,0.8086013060250387,0.9621202040318297
MAPK signaling pathway,Erlotinib,49,0.17255102040816322,0.23578274289461493,0.9323688896375848
MAPK signaling pathway,Selumetinib,49,0.09316326530612244,0.5243237570699694,0.9522796806568614
Wnt signaling pathway,MK-1775,49,0.08295918367346938,0.570917128291473,0.9605053886154118
Wnt signaling pathway,Paclitaxel,49,0.05622448979591836,0.7011896521153875,0.9621202040318297
Wnt signaling pathway,Gefitinib,49,-0.09346938775510204,0.5229556790312382,0.9522796806568614
Wnt signaling pathway,Gemcitabine,49,0.04469387755102041,0.7604171363243988,0.9621202040318297
Wnt signaling pathway,5-Fluorouracil,49,-0.01693877551020408,0.9080340082398036,0.9790160177334756
Wnt signaling pathway,Palbociclib,49,-0.13418367346938775,0.35798881896976364,0.9323688896375848
Wnt signaling pathway,Docetaxel,49,0.034591836734693876,0.8134618214273782,0.9637610882713348
Wnt signaling pathway,Cisplatin,49,0.05193877551020408,0.7230203208919215,0.9621202040318297
Wnt signaling pathway,AZD7762,49,-0.0070408163265306125,0.9617051251672681,0.9843598274253951
Wnt signaling pathway,AZD6738,49,0.030306122448979587,0.8362334288912917,0.9682941803248558
Wnt signaling pathway,Talazoparib,49,0.012142857142857141,0.9340036537475165,0.9837992375928452
Wnt signaling pathway,Niraparib,49,0.00857142857142857,0.9533885041653903,0.9843598274253951
Wnt signaling pathway,Olaparib,49,-0.0436734693877551,0.7657303520665717,0.9621202040318297
Wnt signaling pathway,Ribociclib,49,-0.04112244897959182,0.7790596406087476,0.9621202040318297
Wnt signaling pathway,Trametinib,49,-0.1560204081632653,0.2843846597657702,0.9323688896375848
Wnt signaling pathway,Erlotinib,49,-0.062244897959183663,0.6709251581924507,0.9605053886154118
Wnt signaling pathway,Selumetinib,49,-0.10193877551020408,0.48582202481776837,0.9323688896375848
Antigen processing and presentation,MK-1775,49,-0.09724489795918365,0.5062298380406256,0.9440153357339218
Antigen processing and presentation,Paclitaxel,49,-0.22336734693877547,0.12288603107803513,0.9158113520080801
Antigen processing and presentation,Gefitinib,49,0.21295918367346936,0.14179400062707798,0.9158113520080801
Antigen processing and presentation,Gemcitabine,49,-0.10489795918367345,0.47318126439221,0.9323688896375848
Antigen processing and presentation,5-Fluorouracil,49,-0.12653061224489795,0.38630441503872304,0.9323688896375848
Antigen processing and presentation,Palbociclib,49,0.03959183673469387,0.7870877722027299,0.9621202040318297
Antigen processing and presentation,Docetaxel,49,-0.21112244897959181,0.1453437706494435,0.9158113520080801
Antigen processing and presentation,Cisplatin,49,0.023877551020408165,0.8706356322440706,0.9744519411513071
Antigen processing and presentation,AZD7762,49,-0.11551020408163264,0.4293241308011915,0.9323688896375848
Antigen processing and presentation,AZD6738,49,0.00683673469387755,0.9628143318866723,0.9843598274253951
Antigen processing and presentation,Talazoparib,49,0.07010204081632652,0.6321976468909178,0.9605053886154118
Antigen processing and presentation,Niraparib,49,0.04183673469387754,0.7753209153531406,0.9621202040318297
Antigen processing and presentation,Olaparib,49,-0.07887755102040815,0.5900733718381393,0.9605053886154118
Antigen processing and presentation,Ribociclib,49,-0.14857142857142855,0.30828827240284257,0.9323688896375848
Antigen processing and presentation,Trametinib,49,-0.08816326530612244,0.5469172234642287,0.9562805840174761
Antigen processing and presentation,Erlotinib,49,0.12265306122448977,0.4011417799505296,0.9323688896375848
Antigen processing and presentation,Selumetinib,49,-0.09632653061224489,0.5102730660188158,0.9443281297715301
TNF signaling pathway,MK-1775,49,0.3639795918367347,0.01014240943405762,0.7945052062349137
TNF signaling pathway,Paclitaxel,49,0.14428571428571427,0.32260705213615604,0.9323688896375848
TNF signaling pathway,Gefitinib,49,0.06346938775510204,0.6648305067034976,0.9605053886154118
TNF signaling pathway,Gemcitabine,49,0.3379591836734694,0.01754940005633443,0.7945052062349137
TNF signaling pathway,5-Fluorouracil,49,0.31632653061224486,0.026806383594397114,0.7945052062349137
TNF signaling pathway,Palbociclib,49,0.07081632653061223,0.6287229357703875,0.9605053886154118
TNF signaling pathway,Docetaxel,49,0.2765306122448979,0.05442538929487102,0.8464885015861854
TNF signaling pathway,Cisplatin,49,0.301734693877551,0.03511752576473102,0.7945052062349137
TNF signaling pathway,AZD7762,49,0.4373469387755102,0.001676239188611964,0.6566504290784966
TNF signaling pathway,AZD6738,49,0.4163265306122449,0.002925825361113859,0.6566504290784966
TNF signaling pathway,Talazoparib,49,0.3276530612244898,0.02155000848581173,0.7945052062349137
TNF signaling pathway,Niraparib,49,0.15489795918367347,0.28790665646857005,0.9323688896375848
TNF signaling pathway,Olaparib,49,0.14510204081632655,0.31984781439325805,0.9323688896375848
TNF signaling pathway,Ribociclib,49,0.003877551020408163,0.9789046061966069,0.9881973232016997
TNF signaling pathway,Trametinib,49,0.23806122448979591,0.09951978257651467,0.9048963474017473
TNF signaling pathway,Erlotinib,49,0.18397959183673468,0.2057117863235415,0.9166331273697411
TNF signaling pathway,Selumetinib,49,0.12693877551020408,0.384761684354908,0.9323688896375848
Proteoglycans in cancer,MK-1775,49,0.40295918367346933,0.004095599279966792,0.6566504290784966
Proteoglycans in cancer,Paclitaxel,49,0.06540816326530612,0.6552244676524662,0.9605053886154118
Proteoglycans in cancer,Gefitinib,49,-0.06377551020408163,0.6633101685654417,0.9605053886154118
Proteoglycans in cancer,Gemcitabine,49,0.02204081632653061,0.880511394198048,0.9744736711156785
Proteoglycans in cancer,5-Fluorouracil,49,-0.04469387755102041,0.7604171363243988,0.9621202040318297
Proteoglycans in cancer,Palbociclib,49,-0.06775510204081632,0.6436696745700319,0.9605053886154118
Proteoglycans in cancer,Docetaxel,49,0.07816326530612244,0.5934549368429649,0.9605053886154118
Proteoglycans in cancer,Cisplatin,49,-0.014591836734693876,0.9207323619506214,0.9797021202123788
Proteoglycans in cancer,AZD7762,49,0.3189795918367347,0.02548784449696589,0.7945052062349137
Proteoglycans in cancer,AZD6738,49,0.2281632653061224,0.11484381642263727,0.9158113520080801
Proteoglycans in cancer,Talazoparib,49,0.14520408163265305,0.31950396303579964,0.9323688896375848
Proteoglycans in cancer,Niraparib,49,-0.10979591836734691,0.45264939113269476,0.9323688896375848
Proteoglycans in cancer,Olaparib,49,-0.07153061224489796,0.6252561646885055,0.9605053886154118
Proteoglycans in cancer,Ribociclib,49,0.032448979591836735,0.8248297935252968,0.9669803857890183
Proteoglycans in cancer,Trametinib,49,0.12816326530612243,0.3801554149987917,0.9323688896375848
Proteoglycans in cancer,Erlotinib,49,-0.13857142857142854,0.3423405499735799,0.9323688896375848
Proteoglycans in cancer,Selumetinib,49,0.11653061224489794,0.42523127826835716,0.9323688896375848
