pathway,drug,n,rho,P,q
HIF-1 signaling pathway,Niraparib,805,0.07599566705718973,0.031087050645457987,0.06824214420969907
HIF-1 signaling pathway,Olaparib,805,0.057333924370410946,0.10405232983329075,0.18024230594344917
HIF-1 signaling pathway,Ribociclib,805,0.02320581179302998,0.5108769306288121,0.616255835461488
HIF-1 signaling pathway,Trametinib,805,0.051716373053586,0.14264148595195328,0.23119939297312161
HIF-1 signaling pathway,Erlotinib,805,0.07339668349067356,0.03734047918034816,0.07888985630298989
HIF-1 signaling pathway,Selumetinib,805,0.07408722612298002,0.03558272200588032,0.07650285231264269
Homologous recombination,MK-1775,805,0.1507003306295764,1.757609288554605e-05,0.00012977902928620365
Homologous recombination,Paclitaxel,805,0.1264038990044307,0.00032407439813107004,0.0015089069110433898
Homologous recombination,Gefitinib,805,0.0678945178243916,0.05415838458273864,0.10816879543710914
Homologous recombination,Gemcitabine,805,0.10974511871080918,0.0018187855060833053,0.0065494197288024445
Homologous recombination,5-Fluorouracil,805,0.09079452083785255,0.009954906529019763,0.02655852800260382
Homologous recombination,Palbociclib,805,0.13262448833057075,0.00016082742104793789,0.0008644473881326662
Homologous recombination,Docetaxel,805,0.09150553712817133,0.009386133394529613,0.02541208707926351
Homologous recombination,Cisplatin,805,0.09899262990259618,0.0049354976383374,0.014786265465674752
Homologous recombination,AZD7762,805,0.08199130420980497,0.019986377158566007,0.04701643150465422
Homologous recombination,AZD6738,805,0.06757817343319007,0.0552919322074142,0.10947155582684154
Homologous recombination,Talazoparib,805,0.08446765601734096,0.016524443055551626,0.04108628528438176
Homologous recombination,Niraparib,805,0.1490235581336877,2.182709090171082e-05,0.00015797627177376841
Homologous recombination,Olaparib,805,0.09214779484817792,0.008897430089663242,0.024386172570883196
Homologous recombination,Ribociclib,805,0.07556612234973584,0.03205407575010398,0.06994486380097317
Homologous recombination,Trametinib,805,0.028798910369319194,0.4145016948987018,0.5278382084996083
Homologous recombination,Erlotinib,805,0.07125632107943551,0.043264278891659375,0.08871761320074491
Homologous recombination,Selumetinib,805,0.10281984035097849,0.0034950551700442963,0.0110124367642344
DNA replication,MK-1775,805,0.09176635049863575,0.00918486560060954,0.025052749082259605
DNA replication,Paclitaxel,805,0.1042526605294812,0.0030625623138579613,0.009862260138458897
DNA replication,Gefitinib,805,0.061757869101236415,0.0799156849947612,0.1460459143279261
DNA replication,Gemcitabine,805,0.10369908084839738,0.003223527387129895,0.010289949868960493
DNA replication,5-Fluorouracil,805,0.08421330610943555,0.01685399424098915,0.04134318721531231
DNA replication,Palbociclib,805,0.13661256240919398,0.00010096410098316935,0.0005633950978526473
DNA replication,Docetaxel,805,0.07614663958930115,0.030753157169267666,0.06771252376727308
DNA replication,Cisplatin,805,0.10283709299011469,0.0034895332370947114,0.0110124367642344
DNA replication,AZD7762,805,0.06249439576772058,0.07637783303076975,0.14242907128952217
DNA replication,AZD6738,805,0.03595553511820703,0.30825355001972854,0.43333335589311833
