pathway,drug,n,rho,P,q
mTOR signaling pathway,Talazoparib,805,0.05202742663545243,0.14025167803301603,0.22884816214762213
mTOR signaling pathway,Niraparib,805,0.03291614918334057,0.35096677709668866,0.47273455876500203
mTOR signaling pathway,Olaparib,805,-0.010766014877295779,0.7603713484410721,0.815002134472762
mTOR signaling pathway,Ribociclib,805,0.02987276063619452,0.3973087684868848,0.514951613056583
mTOR signaling pathway,Trametinib,805,0.07262109684918501,0.0394021384796869,0.08205972429815134
mTOR signaling pathway,Erlotinib,805,-0.03010235875781918,0.39368926727552533,0.5120762533423648
mTOR signaling pathway,Selumetinib,805,0.06733826973512137,0.05616467247273835,0.11066408511474861
Hedgehog signaling pathway,MK-1775,805,-0.06015525995011456,0.08807342728289354,0.15754103523883686
Hedgehog signaling pathway,Paclitaxel,805,-0.007982198036833693,0.8211028241417994,0.8686341019502971
Hedgehog signaling pathway,Gefitinib,805,0.045159173998846606,0.20056564560908405,0.3022958493613205
Hedgehog signaling pathway,Gemcitabine,805,-0.033797575015050055,0.3382110436512358,0.4644178795872146
Hedgehog signaling pathway,5-Fluorouracil,805,-0.018300725461973918,0.6041273810758606,0.6921898363110566
Hedgehog signaling pathway,Palbociclib,805,-0.017803780546681965,0.6139850993809022,0.7001920556122301
Hedgehog signaling pathway,Docetaxel,805,0.015280996121842487,0.6650787294249487,0.7411166939171303
Hedgehog signaling pathway,Cisplatin,805,-0.0032598976665460513,0.9264215207870464,0.9549368636971198
Hedgehog signaling pathway,AZD7762,805,-0.008858057016981887,0.8018606496061516,0.8532170813130957
Hedgehog signaling pathway,AZD6738,805,9.396937449521652e-05,0.9978760296579494,0.9998596150145824
Hedgehog signaling pathway,Talazoparib,805,-0.001944004374349144,0.9560821777092376,0.9693426794805169
Hedgehog signaling pathway,Niraparib,805,-0.00978079716854287,0.7817176867424527,0.8350684588420433
Hedgehog signaling pathway,Olaparib,805,-0.03442633019573004,0.3292958484281898,0.4550383085085194
Hedgehog signaling pathway,Ribociclib,805,-0.03372398675825441,0.3392644809789842,0.4644178795872146
Hedgehog signaling pathway,Trametinib,805,0.04469342175272551,0.20525269252032818,0.3074584390007375
Hedgehog signaling pathway,Erlotinib,805,0.014741575018730616,0.676218811979477,0.7501000782352014
Hedgehog signaling pathway,Selumetinib,805,-0.03367998102669765,0.33989543854878224,0.4644178795872146
AMPK signaling pathway,MK-1775,805,-0.14381740174794538,4.213854841952706e-05,0.00026104473639554474
AMPK signaling pathway,Paclitaxel,805,-0.10791907638111402,0.002168437087489583,0.00754822624264231
AMPK signaling pathway,Gefitinib,805,-0.05376246704458381,0.1274815224051514,0.21422756983486363
AMPK signaling pathway,Gemcitabine,805,-0.06194380654408704,0.07901024043172605,0.14584971150401957
AMPK signaling pathway,5-Fluorouracil,805,-0.06553355166739856,0.06310358467606432,0.12139136946895532
AMPK signaling pathway,Palbociclib,805,-0.07593945839560266,0.031212153596282655,0.06831162957749289
AMPK signaling pathway,Docetaxel,805,-0.08573815235816061,0.014961506471778673,0.03745500421530894
AMPK signaling pathway,Cisplatin,805,-0.12048562268570223,0.0006133172973044338,0.0026065985135438436
AMPK signaling pathway,AZD7762,805,-0.12888413840665205,0.0002460010781963767,0.00120689119571511
AMPK signaling pathway,AZD6738,805,-0.10828241696132257,0.002094312966883978,0.007387112193901208
AMPK signaling pathway,Talazoparib,805,-0.10448069441182416,0.0029984111307394465,0.009698400604294404
AMPK signaling pathway,Niraparib,805,-0.10711864593926931,0.0023402717701142047,0.00799410590632469
AMPK signaling pathway,Olaparib,805,-0.12334673134949452,0.0004521303242943947,0.0020276519451484817
AMPK signaling pathway,Ribociclib,805,-0.05920146504810841,0.09323837500081998,0.1646310437816411
AMPK signaling pathway,Trametinib,805,0.00877533636320348,0.8036730547275898,0.8539026206480641
AMPK signaling pathway,Erlotinib,805,-0.07890434699796026,0.025173632864399016,0.05644762461311559
AMPK signaling pathway,Selumetinib,805,-0.027991256822556144,0.4277173106320252,0.5400023386390508
Viral carcinogenesis,MK-1775,805,0.10770535068749466,0.0022131522935291965,0.007656547726549826
Viral carcinogenesis,Paclitaxel,805,0.029948626241356142,0.3961105747218261,0.5143105330757636
Viral carcinogenesis,Gefitinib,805,0.08386698813317472,0.017311955583482072,0.04204332070274217
Viral carcinogenesis,Gemcitabine,805,0.19166382381512898,4.2431207949011295e-08,7.565173905055428e-07
Viral carcinogenesis,5-Fluorouracil,805,0.1438930373179185,4.1744401787803026e-05,0.00026104473639554474
Viral carcinogenesis,Palbociclib,805,0.1618587749674947,3.91822182420453e-06,3.9235892513609744e-05
Viral carcinogenesis,Docetaxel,805,0.04463774199205954,0.20581829425966072,0.3076752006212924
Viral carcinogenesis,Cisplatin,805,0.14443097460618548,3.904021889222789e-05,0.0002503368421948999
Viral carcinogenesis,AZD7762,805,0.1163624029567803,0.0009409684274726909,0.0037069484167251607
Viral carcinogenesis,AZD6738,805,0.08581241872569247,0.014874306677628906,0.03736466728985131
Viral carcinogenesis,Talazoparib,805,0.12553100747821394,0.00035667006023203655,0.001639784993896973
Viral carcinogenesis,Niraparib,805,0.12221898383795768,0.0005102655561399682,0.002260631039626162
Viral carcinogenesis,Olaparib,805,0.09940457691813116,0.004758094484144138,0.014492362782955688
Viral carcinogenesis,Ribociclib,805,0.041118375877958045,0.24389270992859766,0.3558594230694708
Viral carcinogenesis,Trametinib,805,0.02510470626691765,0.4769050978408689,0.5864659358514025
Viral carcinogenesis,Erlotinib,805,0.09262792429357919,0.00854704638177126,0.023756239182793883
Viral carcinogenesis,Selumetinib,805,0.017115538163872925,0.6277530241444438,0.711453427363703
Breast cancer,MK-1775,805,-0.03473418628847655,0.32498666026156886,0.4501179745495678
Breast cancer,Paclitaxel,805,-0.020929958655775575,0.5531959414609218,0.6501386385979643
Breast cancer,Gefitinib,805,-0.025260670124708975,0.4741707894622609,0.5845174487300382
Breast cancer,Gemcitabine,805,-0.08993340711328611,0.010684635980265625,0.028041206620316023
Breast cancer,5-Fluorouracil,805,-0.04303415493468035,0.22259559223345088,0.3293874047017259
Breast cancer,Palbociclib,805,-0.056850218204767544,0.1070095387695072,0.18492664974115783
Breast cancer,Docetaxel,805,-0.012148882984486216,0.7307172935130937,0.791339765271217
Breast cancer,Cisplatin,805,-0.06199121679643335,0.07878070807767584,0.1457941711513444
Breast cancer,AZD7762,805,-0.04125317649840896,0.24234900677304108,0.3543142479021861
Breast cancer,AZD6738,805,-0.06091939083921668,0.0841038450062712,0.15200325388858063
Breast cancer,Talazoparib,805,-0.10221309953783629,0.003694370792242601,0.011590493773087303
Breast cancer,Niraparib,805,-0.0965890382251773,0.00609491092700669,0.0176101971843553
Breast cancer,Olaparib,805,-0.08328955380304524,0.018099784264553158,0.04338013867996183
Breast cancer,Ribociclib,805,-0.03350220983303816,0.34245197291109586,0.4661683281154768
Breast cancer,Trametinib,805,-0.03482215174455236,0.32376213012261434,0.4501179745495678
Breast cancer,Erlotinib,805,-0.04026996009579585,0.25376679983654815,0.36806256087404104
Breast cancer,Selumetinib,805,-0.06542511307954778,0.06354210533366215,0.12191411810736755
Notch signaling pathway,MK-1775,805,-0.08350086412718553,0.01780791772409049,0.042821012685230746
Notch signaling pathway,Paclitaxel,805,-0.02295530347277223,0.5154509954376434,0.6197280882646666
Notch signaling pathway,Gefitinib,805,-0.024332938209557915,0.49056145183688815,0.5996662563424168
Notch signaling pathway,Gemcitabine,805,-0.0372719804948563,0.29086596066812004,0.4128602276667878
Notch signaling pathway,5-Fluorouracil,805,-0.07123495081042547,0.043327206446875426,0.08871761320074491
Notch signaling pathway,Palbociclib,805,-0.10553999555997579,0.0027161519874924172,0.008983642503312364
Notch signaling pathway,Docetaxel,805,-0.02971983341380635,0.3997306669767128,0.5171736593981895
Notch signaling pathway,Cisplatin,805,-0.09060860639852077,0.010108593405758492,0.026870479198579846
Notch signaling pathway,AZD7762,805,-0.08396686941201396,0.017178770502894933,0.04185893745872065
Notch signaling pathway,AZD6738,805,-0.06184440833914364,0.0794932301821428,0.1460459143279261
Notch signaling pathway,Talazoparib,805,-0.0904652024620206,0.010228575716847823,0.02709090162686869
Notch signaling pathway,Niraparib,805,-0.0780120635053544,0.026874665962148343,0.05989445371442206
Notch signaling pathway,Olaparib,805,-0.09301396934689099,0.0082743091545396,0.02335335904234922
Notch signaling pathway,Ribociclib,805,-0.025296992680970406,0.473535230707533,0.5845174487300382
Notch signaling pathway,Trametinib,805,-0.02958024789051981,0.40194899174109333,0.5191249345631436
Notch signaling pathway,Erlotinib,805,-0.026411559176207185,0.45426194990699786,0.5647372200374412
Notch signaling pathway,Selumetinib,805,-0.030378562008630462,0.38936156507913244,0.5082559001300818
Glycolysis / Gluconeogenesis,MK-1775,805,0.032317781651059155,0.3597973285481685,0.480826046012269
Glycolysis / Gluconeogenesis,Paclitaxel,805,0.023469708161257426,0.5060814094482753,0.6146917811040612
Glycolysis / Gluconeogenesis,Gefitinib,805,0.03411573668424059,0.3336806265273411,0.4593607118483735
Glycolysis / Gluconeogenesis,Gemcitabine,805,-0.031279724859511755,0.37544377042272814,0.49630903469341536
Glycolysis / Gluconeogenesis,5-Fluorouracil,805,-0.026777384136451348,0.4480335952381773,0.5592300183507829
Glycolysis / Gluconeogenesis,Palbociclib,805,0.046649928807846824,0.18608847271462783,0.28458299906776763
Glycolysis / Gluconeogenesis,Docetaxel,805,0.022482293745747478,0.5241452463750738,0.6255042427155886
Glycolysis / Gluconeogenesis,Cisplatin,805,-0.05350275731678674,0.1293334106597264,0.2163449043301144
Glycolysis / Gluconeogenesis,AZD7762,805,-0.011119555958474968,0.7527545605334598,0.8115982061208836
Glycolysis / Gluconeogenesis,AZD6738,805,0.02717796741367527,0.4412693491277172,0.5532896984774636
Glycolysis / Gluconeogenesis,Talazoparib,805,-0.02125775879936354,0.5469963791027301,0.644926376006606
Glycolysis / Gluconeogenesis,Niraparib,805,-0.07345329515055918,0.03719365124089425,0.07880741755679332
Glycolysis / Gluconeogenesis,Olaparib,805,-0.056069788995622656,0.11192049792895392,0.19205137085930826
Glycolysis / Gluconeogenesis,Ribociclib,805,0.03884558220871046,0.27096193932421575,0.38761874294716575
Glycolysis / Gluconeogenesis,Trametinib,805,0.06107349141198129,0.08332109277023622,0.15113577869737638
Glycolysis / Gluconeogenesis,Erlotinib,805,0.05135965748680576,0.14542037916148942,0.23411564595408627
Glycolysis / Gluconeogenesis,Selumetinib,805,0.08126508311976482,0.021114691091358013,0.04933772120112494
Hippo signaling pathway,MK-1775,805,0.21278871428962487,1.0744416657073804e-09,3.0208340678157504e-08
Hippo signaling pathway,Paclitaxel,805,0.15788460560811987,6.76720035705139e-06,6.261801849372869e-05
Hippo signaling pathway,Gefitinib,805,0.0952558922938442,0.00683861964721451,0.019604042988681597
Hippo signaling pathway,Gemcitabine,805,0.15291612157911796,1.315407600097548e-05,0.00010288409851358286
Hippo signaling pathway,5-Fluorouracil,805,0.11225491763475058,0.0014222654817611488,0.005443330194593716
Hippo signaling pathway,Palbociclib,805,0.14085925354995626,6.0633161713496415e-05,0.00036330197715217933
Hippo signaling pathway,Docetaxel,805,0.12641912806092948,0.00032353123453202396,0.0015089069110433898
Hippo signaling pathway,Cisplatin,805,0.13013382757160363,0.0002137030849034094,0.0011022369812434328
Hippo signaling pathway,AZD7762,805,0.17151823914504202,9.822437811252135e-07,1.1770823016434935e-05
Hippo signaling pathway,AZD6738,805,0.11860961671306859,0.0007464227185123547,0.003042546052034192
Hippo signaling pathway,Talazoparib,805,0.09434212351463403,0.007394372239120086,0.021032241660687873
Hippo signaling pathway,Niraparib,805,0.14331459083295972,4.484972743311973e-05,0.0002755054685177355
Hippo signaling pathway,Olaparib,805,0.11891064076071715,0.0007234008424133745,0.002970820313506611
Hippo signaling pathway,Ribociclib,805,0.16436405276915209,2.7575932565011603e-06,2.9214502471048525e-05
Hippo signaling pathway,Trametinib,805,-0.012370763355670516,0.7259951854026434,0.7882130598723731
Hippo signaling pathway,Erlotinib,805,0.09908747341080765,0.0048941326921676616,0.014722679004010539
Hippo signaling pathway,Selumetinib,805,0.029334593312739046,0.40587084604475476,0.522130238500961
Base excision repair,MK-1775,805,0.09244348207945369,0.008680163120089955,0.02403484560903696
Base excision repair,Paclitaxel,805,0.10202249238065945,0.003759082231681409,0.011743115860509017
Base excision repair,Gefitinib,805,0.026584200585163507,0.45131659086336773,0.5620313933920303
Base excision repair,Gemcitabine,805,0.09094310056609359,0.009833579823016551,0.02633094084478058
Base excision repair,5-Fluorouracil,805,0.05177595216740304,0.14218134329203197,0.23119939297312161
Base excision repair,Palbociclib,805,0.10683555374896142,0.00240396508064169,0.008135641083097571
Base excision repair,Docetaxel,805,0.07944476912314019,0.024189280107539072,0.05440727310341865
Base excision repair,Cisplatin,805,0.06664862424005,0.05873748570663296,0.11511287413283831
Base excision repair,AZD7762,805,0.0642629523038139,0.06840148585268485,0.13055218318097292
Base excision repair,AZD6738,805,0.023873534934638948,0.49878909444034525,0.6076913800598206
Base excision repair,Talazoparib,805,0.06389174452015925,0.0700164151770107,0.13259585361242182
Base excision repair,Niraparib,805,0.08712578163081607,0.013404390728931313,0.0342608728071636
Base excision repair,Olaparib,805,0.08896495896977359,0.011561708587236071,0.029970244600246696
Base excision repair,Ribociclib,805,0.04002085499018784,0.25671798515434513,0.3708712394225816
Base excision repair,Trametinib,805,0.0026343169714671253,0.9405121251528163,0.9626369822295918
Base excision repair,Erlotinib,805,0.02531868499924433,0.47315588962390354,0.5845174487300382
Base excision repair,Selumetinib,805,0.04101212262439785,0.24511434451609682,0.3569294538670653
Ras signaling pathway,MK-1775,805,-0.028090240964160285,0.4260845887738036,0.5388716858021634
Ras signaling pathway,Paclitaxel,805,-0.028102524843225264,0.4258822223208738,0.5388716858021634
Ras signaling pathway,Gefitinib,805,-0.01364191480370752,0.6991470892245037,0.7682123639031034
Ras signaling pathway,Gemcitabine,805,0.04532063569764267,0.1989591341436156,0.30111620509106213
Ras signaling pathway,5-Fluorouracil,805,0.01925663668771412,0.5853677784669021,0.6788962033605855
Ras signaling pathway,Palbociclib,805,-0.015010313713998134,0.6706598078445667,0.7450643154017906
Ras signaling pathway,Docetaxel,805,-0.012556470835543421,0.7220508837117063,0.7868481894916125
Ras signaling pathway,Cisplatin,805,0.03018330814064627,0.39241790686491307,0.5113324240967049
Ras signaling pathway,AZD7762,805,-0.002550239110076668,0.9424074137442222,0.9626369822295918
Ras signaling pathway,AZD6738,805,0.006474179355215967,0.8544800311835539,0.8974495729815775
Ras signaling pathway,Talazoparib,805,0.051746139606975675,0.14241144986311272,0.23119939297312161
Ras signaling pathway,Niraparib,805,0.045807735209254956,0.19416950621310652,0.2950892079870704
Ras signaling pathway,Olaparib,805,0.006087145150593686,0.8630909316930118,0.9000277761306584
Ras signaling pathway,Ribociclib,805,-0.055706724457640286,0.11426480116112703,0.19515787301117724
Ras signaling pathway,Trametinib,805,-0.04956092033398349,0.1600668896412069,0.2510920522054126
Ras signaling pathway,Erlotinib,805,-0.010870749898611991,0.7581124519988656,0.8137741591940832
Ras signaling pathway,Selumetinib,805,-0.04518631815108757,0.20029490795875907,0.3022958493613205
FoxO signaling pathway,MK-1775,805,0.1538945072427729,1.155909606376636e-05,9.184455676753488e-05
FoxO signaling pathway,Paclitaxel,805,0.11032310512539102,0.001719393260817025,0.006222160760679432
FoxO signaling pathway,Gefitinib,805,0.07719628971643792,0.02851561635178407,0.06316641076713381
FoxO signaling pathway,Gemcitabine,805,0.156354319520257,8.322685365201848e-06,7.329979520436808e-05
FoxO signaling pathway,5-Fluorouracil,805,0.12988359529357207,0.00021983356176143306,0.0011228028214293798
FoxO signaling pathway,Palbociclib,805,0.15485376637105097,1.017536427232767e-05,8.479450153359878e-05
FoxO signaling pathway,Docetaxel,805,0.0961265990385829,0.006344219556156913,0.018258364155711432
FoxO signaling pathway,Cisplatin,805,0.19354491356542808,3.107940368925808e-08,5.97869581495991e-07
FoxO signaling pathway,AZD7762,805,0.15478989621042333,1.0262359565347627e-05,8.479450153359878e-05
FoxO signaling pathway,AZD6738,805,0.12746406217759132,0.0002882291074726627,0.0013861544576481344
FoxO signaling pathway,Talazoparib,805,0.16018235809531783,4.94193550233433e-06,4.7537081128147287e-05
FoxO signaling pathway,Niraparib,805,0.12940765248860117,0.00023195112926122102,0.0011466653093083596
FoxO signaling pathway,Olaparib,805,0.11091109807067186,0.0016234181103160288,0.005993528477984935
FoxO signaling pathway,Ribociclib,805,0.06815020193639021,0.053256404225932,0.10724636773872258
FoxO signaling pathway,Trametinib,805,0.06754562345401975,0.05540967941987875,0.10947155582684154
FoxO signaling pathway,Erlotinib,805,0.043929060828434924,0.2131161110668235,0.3166420268086341
FoxO signaling pathway,Selumetinib,805,0.10549248118484683,0.0027282744674902116,0.008983642503312364
NF-kappa B signaling pathway,MK-1775,805,0.24457785207403177,1.983621154269864e-12,1.3012742540375955e-10
NF-kappa B signaling pathway,Paclitaxel,805,0.21058741555695776,1.6054944865032147e-09,4.046953343565e-08
NF-kappa B signaling pathway,Gefitinib,805,0.10905947582801741,0.001943511887478083,0.006930278974373066
NF-kappa B signaling pathway,Gemcitabine,805,0.17693119716523031,4.3699363511230175e-07,6.027214099379105e-06
NF-kappa B signaling pathway,5-Fluorouracil,805,0.11047955205707817,0.001693361157775391,0.006158442817581149
NF-kappa B signaling pathway,Palbociclib,805,0.14814291527357115,2.4434316877551735e-05,0.0001717450542066377
NF-kappa B signaling pathway,Docetaxel,805,0.1843524784586566,1.3819647193042929e-07,2.149396191088166e-06
NF-kappa B signaling pathway,Cisplatin,805,0.2596282033262628,7.23372807788891e-14,8.813092041561323e-12
NF-kappa B signaling pathway,AZD7762,805,0.19813938338147585,1.4340054914827271e-08,3.0831118066878633e-07
NF-kappa B signaling pathway,AZD6738,805,0.19123232380857297,4.555247929723401e-08,7.727657628894389e-07
NF-kappa B signaling pathway,Talazoparib,805,0.21448547684339273,7.86032220840973e-10,2.3941231393114635e-08
NF-kappa B signaling pathway,Niraparib,805,0.2529327761267641,3.2418304639419913e-13,2.9622225864269946e-11
NF-kappa B signaling pathway,Olaparib,805,0.24422948678459344,2.1361547261903075e-12,1.3012742540375955e-10
NF-kappa B signaling pathway,Ribociclib,805,0.1526008583533023,1.3711207116039986e-05,0.00010550413054552874
NF-kappa B signaling pathway,Trametinib,805,-0.2579442307289746,1.059196094663261e-13,1.1061033502840626e-11
NF-kappa B signaling pathway,Erlotinib,805,0.11773341268013766,0.0008173559507573909,0.003264957377069141
NF-kappa B signaling pathway,Selumetinib,805,-0.1608877610008003,4.483360388839515e-06,4.428833032759034e-05
Oxidative phosphorylation,MK-1775,805,-0.11857400726589147,0.0007491905463285289,0.003042546052034192
Oxidative phosphorylation,Paclitaxel,805,-0.0867490990096755,0.01381227282900288,0.03502934612658598
Oxidative phosphorylation,Gefitinib,805,-0.04987795483075046,0.1574075906487505,0.2487299359686315
Oxidative phosphorylation,Gemcitabine,805,-0.07320467311884697,0.03784214995767893,0.07958782326677295
Oxidative phosphorylation,5-Fluorouracil,805,-0.06301882999042363,0.07393729412788672,0.13929938661722988
Oxidative phosphorylation,Palbociclib,805,-0.06089756085004421,0.08421520906275672,0.15200325388858063
Oxidative phosphorylation,Docetaxel,805,-0.05830428214128878,0.09831552039328822,0.1711158223987945
Oxidative phosphorylation,Cisplatin,805,-0.10855411152243957,0.0020404091083403224,0.007240480865032891
Oxidative phosphorylation,AZD7762,805,-0.1126441601771823,0.0013684397590673614,0.005264891915148638
Oxidative phosphorylation,AZD6738,805,-0.07997217034289734,0.023260934455993615,0.052690845235733634
Oxidative phosphorylation,Talazoparib,805,-0.06046534738418935,0.08644474328613606,0.15564312153242724
Oxidative phosphorylation,Niraparib,805,-0.056093528627074084,0.1117685402621757,0.19205137085930826
Oxidative phosphorylation,Olaparib,805,-0.06177592686353231,0.07982738317338527,0.1460459143279261
Oxidative phosphorylation,Ribociclib,805,-0.014502499447340458,0.6811790804424234,0.7521781084643678
Oxidative phosphorylation,Trametinib,805,0.01565881732928686,0.6573195367573464,0.7347103690666976
Oxidative phosphorylation,Erlotinib,805,-0.05160190754379697,0.14352872903958425,0.2321227896635754
Oxidative phosphorylation,Selumetinib,805,0.030805438307897958,0.38273013478348195,0.5017092578010218
Focal adhesion,MK-1775,805,0.043306562604881665,0.2196786958740729,0.3257304800891426
Focal adhesion,Paclitaxel,805,0.07045324523292329,0.045682663198378874,0.09327940446372893
Focal adhesion,Gefitinib,805,-0.1286832716800689,0.00025160039255071897,0.0012261325796971705
Focal adhesion,Gemcitabine,805,0.07181316726019579,0.04165154205592507,0.0857669781489612
Focal adhesion,5-Fluorouracil,805,-0.016227763360961326,0.6457047277068666,0.7254350380080933
Focal adhesion,Palbociclib,805,0.03322893972197567,0.3464057455287657,0.46980074208075645
Focal adhesion,Docetaxel,805,0.08834847667448063,0.012152699324066492,0.03139089472046857
Focal adhesion,Cisplatin,805,0.10463557710422962,0.0029555394249380913,0.00960221919835442
Focal adhesion,AZD7762,805,0.07725014095406174,0.02840469749622434,0.06311195705088143
Focal adhesion,AZD6738,805,0.07233573819787213,0.04018457276251526,0.08321507844022283
Focal adhesion,Talazoparib,805,0.12153750459207746,0.0005486916523415203,0.002401758071027853
Focal adhesion,Niraparib,805,0.12797789177810528,0.0002722227356901285,0.0013178464886720793
Focal adhesion,Olaparib,805,0.16829728643590608,1.5717544946329172e-06,1.7408371751161555e-05
Focal adhesion,Ribociclib,805,-0.028996786638452083,0.41130099545335286,0.5274754871515805
Focal adhesion,Trametinib,805,-0.1911051603563797,4.6513944688283605e-08,7.727657628894389e-07
Focal adhesion,Erlotinib,805,-0.0730119956449738,0.0383513044862849,0.08032895008445347
Focal adhesion,Selumetinib,805,-0.1764662270387501,4.689390791571796e-07,6.348045682664783e-06
Transcriptional misregulation in cancer,MK-1775,805,0.19221080148630335,3.8771031426977077e-08,7.267083070030832e-07
Transcriptional misregulation in cancer,Paclitaxel,805,0.1687305117063757,1.4762037593305374e-06,1.6987376726770515e-05
Transcriptional misregulation in cancer,Gefitinib,805,0.2018326673431235,7.597228829358238e-09,1.6829012952305674e-07
Transcriptional misregulation in cancer,Gemcitabine,805,0.16350266300235947,3.1134572642577694e-06,3.205545436862577e-05
Transcriptional misregulation in cancer,5-Fluorouracil,805,0.15808450618691142,6.585803623245683e-06,6.172080062298199e-05
Transcriptional misregulation in cancer,Palbociclib,805,0.1668002989008246,1.94973193689482e-06,2.0959618321619316e-05
Transcriptional misregulation in cancer,Docetaxel,805,0.14841204494388432,2.3607696594325875e-05,0.00016918849225933545
Transcriptional misregulation in cancer,Cisplatin,805,0.18638844984117217,9.993618858740424e-08,1.588116388204185e-06
Transcriptional misregulation in cancer,AZD7762,805,0.19743285330356986,1.6170871069033428e-08,3.3532087484940894e-07
Transcriptional misregulation in cancer,AZD6738,805,0.173307015774203,7.536709582887057e-07,9.337855432356675e-06
Transcriptional misregulation in cancer,Talazoparib,805,0.14989624262823484,1.950565559410202e-05,0.00014258634239288577
Transcriptional misregulation in cancer,Niraparib,805,0.191413959593399,4.4212437835561503e-08,7.695069537570348e-07
Transcriptional misregulation in cancer,Olaparib,805,0.1414315917905962,5.654271817820685e-05,0.0003415927850270182
Transcriptional misregulation in cancer,Ribociclib,805,0.15404771067830245,1.1326672817782826e-05,9.184455676753488e-05
Transcriptional misregulation in cancer,Trametinib,805,-0.12537444552893257,0.00036283072363843495,0.0016576828686230996
Transcriptional misregulation in cancer,Erlotinib,805,0.17348623618954992,7.338220778966761e-07,9.248688602456384e-06
Transcriptional misregulation in cancer,Selumetinib,805,-0.08125832008522343,0.02112545381115199,0.04933772120112494
Mismatch repair,MK-1775,805,0.10505638047452118,0.002841864530763204,0.009274120410660279
Mismatch repair,Paclitaxel,805,0.08010469361498228,0.023032575491370687,0.05261503963809991
Mismatch repair,Gefitinib,805,0.047080772945837526,0.1820516398064448,0.2795793039884688
Mismatch repair,Gemcitabine,805,0.10676775026275769,0.0024194535320430613,0.008150325031905428
Mismatch repair,5-Fluorouracil,805,0.07701824248055224,0.028884999974695704,0.06379134435499263
Mismatch repair,Palbociclib,805,0.1211459508926973,0.0005719699863492728,0.002488750357269753
Mismatch repair,Docetaxel,805,0.03888714979090463,0.27044910912054737,0.38761874294716575
Mismatch repair,Cisplatin,805,0.05315459905901806,0.13184862461844696,0.21963057342817227
Mismatch repair,AZD7762,805,0.09857207957101198,0.005122744357439628,0.015099702118098258
Mismatch repair,AZD6738,805,0.060276764536671176,0.08743232552501913,0.15703447164321618
Mismatch repair,Talazoparib,805,0.030993285042813,0.3798339993556562,0.501188905286976
Mismatch repair,Niraparib,805,0.06204009927398594,0.07854461536848793,0.1457261772445804
Mismatch repair,Olaparib,805,0.05561114483682569,0.11488832886370946,0.1953101590683061
Mismatch repair,Ribociclib,805,0.048382864126725454,0.17024594287891467,0.2653513523336602
Mismatch repair,Trametinib,805,0.06520395724934043,0.06444423939591881,0.12332130627857762
Mismatch repair,Erlotinib,805,0.015106870898041273,0.668666837040966,0.7439809100105725
Mismatch repair,Selumetinib,805,0.09913435458222045,0.004873801815194856,0.01472210383019603
Small cell lung cancer,MK-1775,805,-0.05564870958310492,0.114642951788815,0.1953101590683061
Small cell lung cancer,Paclitaxel,805,0.0022754390739151364,0.9486041884105492,0.9630967524001547
Small cell lung cancer,Gefitinib,805,-0.026810187154328993,0.4474774829746361,0.5592300183507829
Small cell lung cancer,Gemcitabine,805,-0.020413023580217068,0.5630418535960687,0.658533751965962
Small cell lung cancer,5-Fluorouracil,805,-0.01233517691201223,0.7267518500054438,0.7882130598723731
Small cell lung cancer,Palbociclib,805,-0.02878564900624597,0.41471672523240355,0.5278382084996083
Small cell lung cancer,Docetaxel,805,0.010449164468771484,0.767217446946787,0.8211360962197676
Small cell lung cancer,Cisplatin,805,0.013022890111500356,0.7121771257534485,0.7781785933120641
Small cell lung cancer,AZD7762,805,-0.03290476244151068,0.3511335292302098,0.47273455876500203
Small cell lung cancer,AZD6738,805,-0.027292662958652784,0.4393434088123177,0.5527711391425202
Small cell lung cancer,Talazoparib,805,0.05276698976642457,0.13469317338159423,0.22326691551461536
Small cell lung cancer,Niraparib,805,-0.023225640826277195,0.5105157760010829,0.616255835461488
Small cell lung cancer,Olaparib,805,0.055961902492224234,0.11261313104391091,0.19278735080351023
Small cell lung cancer,Ribociclib,805,-0.023244894771553202,0.5101652232281578,0.616255835461488
Small cell lung cancer,Trametinib,805,-0.052049256974839433,0.14008511818781128,0.22884816214762213
Small cell lung cancer,Erlotinib,805,-0.040224183093287784,0.25430735133675575,0.3681161857963732
Small cell lung cancer,Selumetinib,805,-0.04767879542533621,0.17655637575282415,0.2728598534361828
VEGF signaling pathway,MK-1775,805,0.03154893504059316,0.3713462637154943,0.4935529432291388
VEGF signaling pathway,Paclitaxel,805,0.016578359991727937,0.6385899119810676,0.7197719972627069
VEGF signaling pathway,Gefitinib,805,0.03848451897686789,0.27544445040560855,0.39326151024707
VEGF signaling pathway,Gemcitabine,805,0.005702388294337384,0.8716672889047923,0.9039304248370202
VEGF signaling pathway,5-Fluorouracil,805,-0.0037101915480010975,0.9162930655364188,0.9460596481739013
VEGF signaling pathway,Palbociclib,805,0.0016894129392114356,0.9618290482675426,0.9724716933382761
VEGF signaling pathway,Docetaxel,805,0.036261401615108116,0.3041537137745943,0.4292207814077769
VEGF signaling pathway,Cisplatin,805,-0.01360586828967227,0.6999034669760149,0.7682123639031034
VEGF signaling pathway,AZD7762,805,0.0007052878878882102,0.984059563471534,0.9894739214548712
VEGF signaling pathway,AZD6738,805,-0.01835128719640243,0.6031283936944603,0.6921300718848516
VEGF signaling pathway,Talazoparib,805,-0.03752154567084127,0.28764544559126065,0.4090833088078046
