dataset,seed,fold,c_index
LUAD,0,0,0.49295774647887325
LUAD,0,1,0.4811994288434079
LUAD,0,2,0.5564593301435407
LUAD,0,3,0.49395432154052843
LUAD,0,4,0.5031355523396044
LUAD,1,0,0.5024988641526579
LUAD,1,1,0.4797715373631604
LUAD,1,2,0.49569377990430624
LUAD,1,3,0.5875503806538289
LUAD,1,4,0.48625180897250364
LUAD,2,0,0.4002726033621081
LUAD,2,1,0.4859590671108996
LUAD,2,2,0.5330143540669856
LUAD,2,3,0.5391849529780565
LUAD,2,4,0.5012059816690786
